jlpt,kanji,kana
2,一体,いったい
2,一旦,いったん
2,一致,いっち
2,一定,いってい
2,,いっていらっしゃい
2,,いってらっしゃい
2,,いってまいります
2,,いってきます
2,,いつでも
2,,いつのまにか
2,,いっぱい
2,一般,いっぱん
2,一方,いっぽう
2,,いつまでも
2,いつも,いつも
2,移転,いてん
2,井戸,いど
2,緯度,いど
2,移動,いどう
2,従兄弟,いとこ
2,従姉妹,いとこ
2,犬,いぬ
2,稲,いね
2,居眠り,いねむり
2,命,いのち
2,威張る,いばる
2,違反,いはん
2,衣服,いふく
2,居間,いま
2,今に,いまに
2,今にも,いまにも
2,,イメージ
2,否,いや
2,嫌がる,いやがる
2,,いよいよ
2,以来,いらい
2,依頼,いらい
2,,いらいら
2,,いらっしゃい
2,,いらっしゃる
2,医療,いりょう
2,煎る,いる
2,炒る,いる
2,入れ物,いれもの
2,岩,いわ
2,祝い,いわい
2,祝う,いわう
2,言わば,いわば
2,,いわゆる
2,,インク
2,,インキ
2,印刷,いんさつ
2,印象,いんしょう
2,引退,いんたい
2,,インタビュー
2,引用,いんよう
2,引力,いんりょく
2,,ウイスキー
2,,ウーマン
2,,ウール
2,,ウエートレス
2,植木,うえき
2,飢える,うえる
2,,うがい
2,伺う,うかがう
2,浮ぶ,うかぶ
2,浮かべる,うかべる
2,浮く,うく
2,承る,うけたまわる
2,受取,うけとり
2,受け取る,うけとる
2,受け持つ,うけもつ
2,動かす,うごかす
2,兎,うさぎ
2,牛,うし
2,失う,うしなう
2,薄暗い,うすぐらい
2,薄める,うすめる
2,嘘,うそ
2,疑う,うたがう
2,内,うち
2,,うち
2,打合せ,うちあわせ
2,打ち消す,うちけす
2,宇宙,うちゅう
2,討つ,うつ
2,撃つ,うつ
2,,うっかり
2,映す,うつす
2,移す,うつす
2,訴える,うったえる
2,写る,うつる
2,映る,うつる
2,,うどん
2,,うなずく
2,,うなる
2,奪う,うばう
2,馬,うま
2,うまい,うまい
2,生まれ,うまれ
2,有無,うむ
2,梅,うめ
2,埋める,うめる
2,敬う,うやまう
2,裏返す,うらがえす
2,裏切る,うらぎる
2,裏口,うらぐち
2,占う,うらなう
2,恨み,うらみ
2,恨む,うらむ
2,羨ましい,うらやましい
2,羨む,うらやむ
2,売上,うりあげ
2,売り切れ,うりきれ
2,売り切れる,うりきれる
2,,うるさい
2,嬉しい,うれしい
2,売行き,うれゆき
2,売れる,うれる
2,,うろうろ
2,噂,うわさ
2,,うん
2,運,うん
2,運河,うんが
2,,うんと
2,,え
2,永遠,えいえん
2,永久,えいきゅう
2,影響,えいきょう
2,営業,えいぎょう
2,衛星,えいせい
2,英文,えいぶん
2,栄養,えいよう
2,英和,えいわ
2,,ええ
2,,ええと
2,笑顔,えがお
2,描く,えがく
2,液体,えきたい
2,餌,えさ
2,,エスカレーター
2,,エチケット
2,,エネルギー
2,絵の具,えのぐ
2,,エプロン
2,偉い,えらい
2,得る,える
2,,エレベーター
2,宴会,えんかい
2,延期,えんき
2,演技,えんぎ
2,園芸,えんげい
2,演劇,えんげき
2,円周,えんしゅう
2,援助,えんじょ
2,,エンジン
2,演説,えんぜつ
2,演奏,えんそう
2,遠足,えんそく
2,延長,えんちょう
2,煙突,えんとつ
2,御,お
2,,おい
2,追い掛ける,おいかける
2,追い越す,おいこす
2,,おいしい
2,追い付く,おいつく
2,,おいでになる
2,,オイル
2,王,おう
2,追う,おう
2,応援,おうえん
2,王様,おうさま
2,王子,おうじ
2,王女,おうじょ
2,応じる,おうじる
2,応ずる,おうずる
2,応接,おうせつ
2,応対,おうたい
2,横断,おうだん
2,往復,おうふく
2,欧米,おうべい
2,応用,おうよう
2,終える,おえる
2,,おお
2,大いに,おおいに
2,覆う,おおう
2,,オーケストラ
2,,おおざっぱ
2,大通り,おおどおり
2,,オートメーション
2,,オートバイ
2,,オーバー
2,,オーバーコート
2,大家,おおや
2,大凡,おおよそ
2,丘,おか
2,,おかえり
2,,おかげ
2,,おかけください
2,,おかげさまで
2,,おかしい
2,,おかず
2,,おかまいなく
2,拝む,おがむ
2,お代わり,おかわり
2,沖,おき
2,補う,おぎなう
2,,おきのどくに
2,奥,おく
2,屋外,おくがい
2,,おくさん
2,送り仮名,おくりがな
2,贈る,おくる
2,,おげんきで
2,怠る,おこたる
2,起こる,おこる
2,押える,おさえる
2,,おさきに
2,幼い,おさない
2,収める,おさめる
2,納める,おさめる
2,治める,おさめる
2,惜しい,おしい
2,,おじいさん
2,御辞儀,おじぎ
2,伯父さん,おじさん
2,小父さん,おじさん
2,叔父さん,おじさん
2,,おしゃれ
2,,おしゃべり
2,,おじゃまします
2,,おせわになりました
2,汚染,おせん
2,,おそらく
2,恐れる,おそれる
2,恐ろしい,おそろしい
2,教わる,おそわる
2,,おだいじに
2,お互い,おたがい
2,穏やか,おだやか
2,落着く,おちつく
2,,おっしゃる
2,夫,おっと
2,御手洗,おてあらい
2,お出掛け,おでかけ
2,お手伝いさん,おてつだいさん
2,,おどかす
2,男の人,おとこのひと
2,落し物,おとしもの
2,,おととい
2,,おととし
2,,おとなしい
2,劣る,おとる
2,驚かす,おどろかす
2,,おなか
2,鬼,おに
2,,おねがいします
2,各々,おのおの
2,,おばあさん
2,伯母さん,おばさん
2,叔母さん,おばさん
2,小母さん,おばさん
2,,おはよう
2,帯,おび
2,お昼,おひる
2,,オフィス
2,溺れる,おぼれる
2,お参り,おまいり
2,,おまえ
2,,おまたせしました
2,,おまちください
2,,おまちどおさま
2,,おまわりさん
2,,おめでたい
2,,おめでとう
2,お目に掛かる,おめにかかる
2,思い掛けない,おもいがけない
2,思い切り,おもいきり
2,思い込む,おもいこむ
2,思いっ切り,おもいっきり
2,思い付く,おもいつく
2,思い出,おもいで
2,,おもしろい
2,重たい,おもたい
2,,おもちゃ
2,主に,おもに
2,思わず,おもわず
2,,おや
2,親,おや
2,,おやすみ
2,,おやつ
2,親指,おやゆび
2,泳ぎ,およぎ
2,,およそ
2,及ぼす,およぼす
2,折る,おる
2,,オルガン
2,下す,おろす
2,降ろす,おろす
2,卸す,おろす
2,終,おわり
2,恩,おん
2,恩恵,おんけい
2,温室,おんしつ
2,温泉,おんせん
2,温帯,おんたい
2,温暖,おんだん
2,御中,おんちゅう
2,温度,おんど
2,女の人,おんなのひと
2,可,か
2,蚊,か
2,課,か
2,,カー
2,,カーテン
2,,カード
2,,カーブ
2,会,かい
2,回,かい
2,貝,かい
2,害,がい
2,会員,かいいん
2,絵画,かいが
2,開会,かいかい
2,海外,かいがい
2,会館,かいかん
2,会計,かいけい
2,解決,かいけつ
2,会合,かいごう
2,外交,がいこう
2,改札,かいさつ
2,解散,かいさん
2,開始,かいし
2,解釈,かいしゃく
2,外出,がいしゅつ
2,海水浴,かいすいよく
2,回数,かいすう
2,回数券,かいすうけん
2,改正,かいせい
2,快晴,かいせい
2,解説,かいせつ
2,改善,かいぜん
2,改造,かいぞう
2,開通,かいつう
2,快適,かいてき
2,回転,かいてん
2,解答,かいとう
2,回答,かいとう
2,外部,がいぶ
2,回復,かいふく
2,解放,かいほう
2,開放,かいほう
2,海洋,かいよう
2,概論,がいろん
2,飼う,かう
2,帰す,かえす
2,却って,かえって
2,代える,かえる
2,替える,かえる
2,換える,かえる
2,反る,かえる
2,家屋,かおく
2,香り,かおり
2,画家,がか
2,抱える,かかえる
2,価格,かかく
2,化学,かがく
2,輝く,かがやく
2,係,かかり
2,掛かる,かかる
2,罹る,かかる
2,係わる,かかわる
2,鍵,かぎ
2,書留,かきとめ
2,書取,かきとり
2,垣根,かきね
2,限り,かぎり
2,限る,かぎる
2,掻く,かく
2,,かく
2,嗅ぐ,かぐ
2,家具,かぐ
2,学,がく
2,額,がく
2,架空,かくう
2,覚悟,かくご
2,各自,かくじ
2,確実,かくじつ
2,学者,がくしゃ
2,拡充,かくじゅう
2,学習,がくしゅう
2,学術,がくじゅつ
2,隠す,かくす
2,拡大,かくだい
2,各地,かくち
2,拡張,かくちょう
2,角度,かくど
2,確認,かくにん
2,学年,がくねん
2,学部,がくぶ
2,格別,かくべつ
2,学問,がくもん
2,確率,かくりつ
2,学力,がくりょく
2,隠れる,かくれる
2,影,かげ
2,陰,かげ
2,掛け算,かけざん
2,可決,かけつ
2,掛ける,かける
2,欠ける,かける
2,加減,かげん
2,過去,かこ
2,籠,かご
2,火口,かこう
2,下降,かこう
2,囲む,かこむ
2,火災,かさい
2,重なる,かさなる
2,重ねる,かさねる
2,飾り,かざり
2,火山,かざん
2,貸し,かし
2,菓子,かし
2,家事,かじ
2,賢い,かしこい
2,,かしこまりました
2,貸し出し,かしだし
2,過失,かしつ
2,果実,かじつ
2,貸間,かしま
2,貸家,かしや
2,歌手,かしゅ
2,個所,かしょ
2,過剰,かじょう
2,,かじる
2,数,かず
2,,ガス
2,風邪,かぜ
2,課税,かぜい
2,下線,かせん
2,稼ぐ,かせぐ
2,,カセット
2,数える,かぞえる
2,加速,かそく
2,加速度,かそくど
2,,ガソリン
2,,ガソリンスタンド
2,方,かた
2,型,かた
2,肩,かた
2,固い,かたい
2,堅い,かたい
2,硬い,かたい
2,方々,かたがた
2,片付く,かたづく
2,刀,かたな
2,塊,かたまり
2,固まる,かたまる
2,片道,かたみち
2,傾く,かたむく
2,片寄る,かたよる
2,語る,かたる
2,勝ち,かち
2,価値,かち
2,学科,がっか
2,学会,がっかい
2,,がっかり
2,活気,かっき
2,楽器,がっき
2,学期,がっき
2,学級,がっきゅう
2,担ぐ,かつぐ
2,括弧,かっこ
2,格好,かっこう
2,活字,かつじ
2,勝手に,かってに
2,活動,かつどう
2,活躍,かつやく
2,活用,かつよう
2,活力,かつりょく
2,仮定,かてい
2,家庭,かてい
2,過程,かてい
2,課程,かてい
2,仮名,かな
2,悲しむ,かなしむ
2,仮名遣い,かなづかい
2,必ずしも,かならずしも
2,,かなり
2,金,かね
2,鐘,かね
2,加熱,かねつ
2,兼ねる,かねる
2,可能,かのう
2,,カバー
2,,かばん
2,過半数,かはんすう
2,,かび
2,株,かぶ
2,被せる,かぶせる
2,被る,かぶる
2,釜,かま
2,,かまいません
2,構う,かまう
2,我慢,がまん
2,神,かみ
2,紙屑,かみくず
2,神様,かみさま
2,剃刀,かみそり
2,雷,かみなり
2,髪の毛,かみのけ
2,噛む,かむ
2,,ガム
2,,カメラ
2,科目,かもく
2,,かもしれない
2,貨物,かもつ
2,,かゆい
2,火曜,かよう
2,歌謡,かよう
2,殻,から
2,柄,がら
2,,カラー
2,,からかう
2,,ガラス
2,空っぽ,からっぽ
2,刈る,かる
2,,かるた
2,彼等,かれら
2,枯れる,かれる
2,,カレンダー
2,,カロリー
2,皮,かわ
2,革,かわ
2,,かわいい
2,,かわいがる
2,,かわいそう
2,,かわいらしい
2,乾かす,かわかす
2,渇く,かわく
2,為替,かわせ
2,瓦,かわら
2,代る,かわる
2,缶,かん
2,勘,かん
2,考え,かんがえ
2,感覚,かんかく
2,間隔,かんかく
2,換気,かんき
2,観客,かんきゃく
2,環境,かんきょう
2,歓迎,かんげい
2,感激,かんげき
2,観光,かんこう
2,関西,かんさい
2,観察,かんさつ
2,感じ,かんじ
2,元日,がんじつ
2,感謝,かんしゃ
2,患者,かんじゃ
2,鑑賞,かんしょう
2,勘定,かんじょう
2,感情,かんじょう
2,感じる,かんじる
2,感ずる,かんずる
2,感心,かんしん
2,関心,かんしん
2,関する,かんする
2,完成,かんせい
2,間接,かんせつ
2,完全,かんぜん
2,乾燥,かんそう
2,感想,かんそう
2,観測,かんそく
2,寒帯,かんたい
2,官庁,かんちょう
2,勘違い,かんちがい
2,缶詰,かんづめ
2,乾電池,かんでんち
2,関東,かんとう
2,感動,かんどう
2,監督,かんとく
2,観念,かんねん
2,乾杯,かんぱい
2,頑張る,がんばる
2,看板,かんばん
2,看病,かんびょう
2,冠,かんむり
2,管理,かんり
2,完了,かんりょう
2,関連,かんれん
2,漢和,かんわ
2,気圧,きあつ
2,黄色,きいろ
2,議員,ぎいん
2,記憶,きおく
2,気温,きおん
2,器械,きかい
2,議会,ぎかい
2,着替え,きがえ
2,着替える,きがえる
2,期間,きかん
2,機関,きかん
2,機関車,きかんしゃ
2,企業,きぎょう
2,飢饉,ききん
2,効く,きく
2,器具,きぐ
2,期限,きげん
2,機嫌,きげん
2,気候,きこう
2,記号,きごう
2,刻む,きざむ
2,岸,きし
2,生地,きじ
2,記事,きじ
2,技師,ぎし
2,儀式,ぎしき
2,記者,きしゃ
2,基準,きじゅん
2,規準,きじゅん
2,起床,きしょう
2,傷,きず
2,着せる,きせる
2,基礎,きそ
2,,ギター
2,期待,きたい
2,気体,きたい
2,帰宅,きたく
2,基地,きち
2,貴重,きちょう
2,議長,ぎちょう
2,,きちんと
2,,きつい
2,,きっかけ
2,気付く,きづく
2,,きっと
2,,ぎっしり
2,,きっと
2,気に入る,きにいる
2,記入,きにゅう
2,記念,きねん
2,機能,きのう
2,気の毒,きのどく
2,基盤,きばん
2,寄付,きふ
2,希望,きぼう
2,基本,きほん
2,決まり,きまり
2,気味,きみ
2,奇妙,きみょう
2,義務,ぎむ
2,疑問,ぎもん
2,逆,ぎゃく
2,客席,きゃくせき
2,客間,きゃくま
2,,キャプテン
2,,ギャング
2,,キャンパス
2,,キャンプ
2,旧,きゅう
2,級,きゅう
2,球,きゅう
2,休暇,きゅうか
2,休業,きゅうぎょう
2,休憩,きゅうけい
2,急激,きゅうげき
2,休講,きゅうこう
2,吸収,きゅうしゅう
2,救助,きゅうじょ
2,急速,きゅうそく
2,休息,きゅうそく
2,急に,きゅうに
2,牛乳,ぎゅうにゅう
2,給与,きゅうよ
2,休養,きゅうよう
2,給料,きゅうりょう
2,清い,きよい
2,器用,きよう
2,強化,きょうか
2,境界,きょうかい
2,教科書,きょうかしょ
2,競技,きょうぎ
2,行儀,ぎょうぎ
2,供給,きょうきゅう
2,教師,きょうし
2,行事,ぎょうじ
2,教授,きょうじゅ
2,恐縮,きょうしゅく
2,強調,きょうちょう
2,共通,きょうつう
2,共同,きょうどう
2,恐怖,きょうふ
2,教養,きょうよう
2,協力,きょうりょく
2,強力,きょうりょく
2,行列,ぎょうれつ
2,許可,きょか
2,漁業,ぎょぎょう
2,局,きょく
2,曲線,きょくせん
2,巨大,きょだい
2,嫌う,きらう
2,霧,きり
2,規律,きりつ
2,斬る,きる
2,切れ,きれ
2,,きれい
2,切れる,きれる
2,,キロ
2,記録,きろく
2,議論,ぎろん
2,気を付ける,きをつける
2,銀,ぎん
2,禁煙,きんえん
2,金額,きんがく
2,金魚,きんぎょ
2,金庫,きんこ
2,禁止,きんし
2,金銭,きんせん
2,金属,きんぞく
2,近代,きんだい
2,緊張,きんちょう
2,筋肉,きんにく
2,金融,きんゆう
2,金曜,きんよう
2,句,く
2,区域,くいき
2,食う,くう
2,偶数,ぐうすう
2,偶然,ぐうぜん
2,空想,くうそう
2,空中,くうちゅう
2,,クーラー
2,釘,くぎ
2,区切る,くぎる
2,臭い,くさい
2,鎖,くさり
2,腐る,くさる
2,櫛,くし
2,,くしゃみ
2,苦情,くじょう
2,苦心,くしん
2,屑,くず
2,崩す,くずす
2,薬指,くすりゆび
2,崩れる,くずれる
2,癖,くせ
2,管,くだ
2,具体,ぐたい
2,砕く,くだく
2,砕ける,くだける
2,下さる,くださる
2,,くたびれる
2,,くだらない
2,下り,くだり
2,唇,くちびる
2,口紅,くちべに
2,苦痛,くつう
2,,くっつく
2,,くっつける
2,,ぐっすり
2,,くどい
2,句読点,くとうてん
2,配る,くばる
2,工夫,くふう
2,区分,くぶん
2,区別,くべつ
2,組,くみ
2,組合,くみあい
2,組合せ,くみあわせ
2,組み立てる,くみたてる
2,組む,くむ
2,汲む,くむ
2,酌む,くむ
2,曇,くもり
2,悔しい,くやしい
2,悔やむ,くやむ
2,位,くらい
2,暮らし,くらし
2,,クラシック
2,,クラス
2,暮らす,くらす
2,,グラス
2,,グラム
2,,グランド
2,,クリーニング
2,,クリーム
2,繰り返す,くりかえす
2,,クリスマス
2,狂う,くるう
2,,グループ
2,苦しい,くるしい
2,苦しむ,くるしむ
2,,くるむ
2,暮れ,くれ
2,,くれぐれも
2,,くれる
2,黒,くろ
2,苦労,くろう
2,加える,くわえる
2,咥える,くわえる
2,詳しい,くわしい
2,加わる,くわわる
2,訓,くん
2,軍,ぐん
2,郡,ぐん
2,軍隊,ぐんたい
2,訓練,くんれん
2,毛,け
2,計,けい
2,敬意,けいい
2,経営,けいえい
2,景気,けいき
2,稽古,けいこ
2,敬語,けいご
2,傾向,けいこう
2,蛍光灯,けいこうとう
2,警告,けいこく
2,計算,けいさん
2,掲示,けいじ
2,刑事,けいじ
2,形式,けいしき
2,芸術,げいじゅつ
2,継続,けいぞく
2,毛糸,けいと
2,経度,けいど
2,系統,けいとう
2,芸能,げいのう
2,競馬,けいば
2,警備,けいび
2,契約,けいやく
2,経由,けいゆ
2,形容詞,けいようし
2,形容動詞,けいようどうし
2,,ケーキ
2,,ケース
2,,ゲーム
2,怪我,けが
2,外科,げか
2,毛皮,けがわ
2,劇,げき
2,劇場,げきじょう
2,激増,げきぞう
2,消しゴム,けしゴム
2,下車,げしゃ
2,下旬,げじゅん
2,化粧,けしょう
2,下水,げすい
2,削る,けずる
2,桁,けた
2,下駄,げた
2,,けち
2,血圧,けつあつ
2,血液,けつえき
2,結果,けっか
2,欠陥,けっかん
2,月給,げっきゅう
2,結局,けっきょく
2,傑作,けっさく
2,決心,けっしん
2,欠席,けっせき
2,決定,けってい
2,欠点,けってん
2,月末,げつまつ
2,月曜,げつよう
2,結論,けつろん
2,気配,けはい
2,下品,げひん
2,煙い,けむい
2,煙,けむり
2,蹴る,ける
2,,けれど
2,険しい,けわしい
2,券,けん
2,県,けん
2,軒,けん
2,喧嘩,けんか
2,見解,けんかい
2,限界,げんかい
2,見学,けんがく
2,謙虚,けんきょ
2,現金,げんきん
2,言語,げんご
2,健康,けんこう
2,原稿,げんこう
2,検査,けんさ
2,現在,げんざい
2,原産,げんさん
2,原始,げんし
2,現実,げんじつ
2,研修,けんしゅう
2,厳重,げんじゅう
2,現象,げんしょう
2,現状,げんじょう
2,建設,けんせつ
2,謙遜,けんそん
2,現代,げんだい
2,建築,けんちく
2,県庁,けんちょう
2,限度,げんど
2,見当,けんとう
2,検討,けんとう
2,現に,げんに
2,現場,げんば
2,顕微鏡,けんびきょう
2,憲法,けんぽう
2,懸命,けんめい
2,権利,けんり
2,原理,げんり
2,原料,げんりょう
2,語,ご
2,碁,ご
2,恋,こい
2,濃い,こい
2,恋しい,こいしい
2,恋人,こいびと
2,,こう
2,工員,こういん
2,強引,ごういん
2,幸運,こううん
2,講演,こうえん
2,効果,こうか
2,硬貨,こうか
2,高価,こうか
2,豪華,ごうか
2,公害,こうがい
2,合格,ごうかく
2,交換,こうかん
2,高級,こうきゅう
2,公共,こうきょう
2,航空,こうくう
2,光景,こうけい
2,工芸,こうげい
2,合計,ごうけい
2,攻撃,こうげき
2,貢献,こうけん
2,孝行,こうこう
2,広告,こうこく
2,交差,こうさ
2,交際,こうさい
2,交差点,こうさてん
2,講師,こうし
2,工事,こうじ
2,公式,こうしき
2,口実,こうじつ
2,,こうして
2,校舎,こうしゃ
2,後者,こうしゃ
2,公衆,こうしゅう
2,香水,こうすい
2,公正,こうせい
2,構成,こうせい
2,功績,こうせき
2,光線,こうせん
2,高層,こうそう
2,構造,こうぞう
2,高速,こうそく
2,交替,こうたい
2,耕地,こうち
2,紅茶,こうちゃ
2,交通機関,こうつうきかん
2,校庭,こうてい
2,肯定,こうてい
2,高度,こうど
2,高等,こうとう
2,行動,こうどう
2,強盗,ごうとう
2,合同,ごうどう
2,後輩,こうはい
2,公表,こうひょう
2,幸福,こうふく
2,鉱物,こうぶつ
2,公平,こうへい
2,候補,こうほ
2,公務,こうむ
2,項目,こうもく
2,紅葉,こうよう
2,合理,ごうり
2,交流,こうりゅう
2,合流,ごうりゅう
2,考慮,こうりょ
2,効力,こうりょく
2,越える,こえる
2,超える,こえる
2,,ごえんりょなく
2,,コース
2,,コーチ
2,,コート
2,,コード
2,,コーヒー
2,,コーラス
2,氷,こおり
2,凍る,こおる
2,,ゴール
2,誤解,ごかい
2,語学,ごがく
2,焦がす,こがす
2,呼吸,こきゅう
2,故郷,こきょう
2,極,ごく
2,国王,こくおう
2,国語,こくご
2,国籍,こくせき
2,黒板,こくばん
2,克服,こくふく
2,国民,こくみん
2,穀物,こくもつ
2,国立,こくりつ
2,,ごくろうさま
2,焦げる,こげる
2,,ここ
2,凍える,こごえる
2,心当たり,こころあたり
2,心得る,こころえる
2,腰,こし
2,腰掛け,こしかけ
2,腰掛ける,こしかける
2,五十音,ごじゅうおん
2,胡椒,こしょう
2,,こしらえる
2,個人,こじん
2,越す,こす
2,超す,こす
2,擦る,こする
2,,ごぞんじですか
2,個体,こたい
2,御馳走,ごちそう
2,,ごちそうさま
2,,こちら
2,,こっち
2,,こちらこそ
2,国家,こっか
2,国会,こっかい
2,小遣い,こづかい
2,国境,こっきょう
2,,コック
2,骨折,こっせつ
2,,こっそり
2,小包,こづつみ
2,,コップ
2,古典,こてん
2,事,こと
2,琴,こと
2,言付ける,ことづける
2,異なる,ことなる
2,言葉遣い,ことばづかい
2,諺,ことわざ
2,断る,ことわる
2,粉,こな
2,,この
2,,このあいだ
2,,こないだ
2,,このごろ
2,好み,このみ
2,好む,このむ
2,,コピー
2,御無沙汰,ごぶさた
2,,こぼす
2,,こぼれる
2,塵,ごみ
2,塵芥,ごみ
2,,ゴム
2,小麦,こむぎ
2,御免,ごめん
2,,ごめんください
2,,ごめんなさい
2,小屋,こや
2,小指,こゆび
2,,こらえる
2,娯楽,ごらく
2,御覧,ごらん
2,,これ
2,,コレクション
2,,これら
2,頃,ころ
2,転がす,ころがす
2,転がる,ころがる
2,殺す,ころす
2,転ぶ,ころぶ
2,紺,こん
2,今回,こんかい
2,,コンクール
2,,コンクリート
2,今後,こんご
2,混合,こんごう
2,,コンサート
2,混雑,こんざつ
2,,コンセント
2,献立,こんだて
2,,こんな
2,,こんなに
2,困難,こんなん
2,,こんにちは
2,,こんばんは
2,,コンピューター
2,婚約,こんやく
2,混乱,こんらん
2,差,さ
2,,さあ
2,,サークル
2,,サービス
2,際,さい
2,在学,ざいがく
2,最高,さいこう
2,再三,さいさん
2,財産,ざいさん
2,祭日,さいじつ
2,最終,さいしゅう
2,催促,さいそく
2,最中,さいちゅう
2,最低,さいてい
2,採点,さいてん
2,災難,さいなん
2,才能,さいのう
2,裁判,さいばん
2,裁縫,さいほう
2,材木,ざいもく
2,材料,ざいりょう
2,,サイレン
2,幸い,さいわい
2,,サイン
2,坂,さか
2,境,さかい
2,逆さ,さかさ
2,逆様,さかさま
2,捜す,さがす
2,遡る,さかのぼる
2,酒場,さかば
2,逆らう,さからう
2,盛り,さかり
2,,さきおととい
2,先程,さきほど
2,作業,さぎょう
2,裂く,さく
2,昨,さく
2,索引,さくいん
2,作者,さくしゃ
2,削除,さくじょ
2,作成,さくせい
2,作製,さくせい
2,作品,さくひん
2,作物,さくもつ
2,桜,さくら
2,探る,さぐる
2,酒,さけ
2,叫ぶ,さけぶ
2,避ける,さける
2,支える,ささえる
2,囁く,ささやく
2,刺さる,ささる
2,匙,さじ
2,座敷,ざしき
2,差し支え,さしつかえ
2,差し引き,さしひき
2,刺身,さしみ
2,刺す,さす
2,差す,さす
2,指す,さす
2,挿す,さす
2,注す,さす
2,射す,さす
2,,さす
2,流石,さすが
2,座席,ざせき
2,誘う,さそう
2,札,さつ
2,撮影,さつえい
2,雑音,ざつおん
2,作家,さっか
2,,さっき
2,作曲,さっきょく
2,,さっさと
2,早速,さっそく
2,,ざっと
2,,さっぱり
2,,さて
2,砂漠,さばく
2,錆,さび
2,錆びる,さびる
2,座布団,ざぶとん
2,差別,さべつ
2,作法,さほう
2,様々,さまざま
2,冷ます,さます
2,覚ます,さます
2,妨げる,さまたげる
2,冷める,さめる
2,覚める,さめる
2,左右,さゆう
2,,さようなら
2,皿,さら
2,再来月,さらいげつ
2,再来週,さらいしゅう
2,,サラダ
2,更に,さらに
2,,サラリーマン
2,去る,さる
2,猿,さる
2,騒がしい,さわがしい
2,騒ぎ,さわぎ
2,,さわやか
2,参加,さんか
2,三角,さんかく
2,産業,さんぎょう
2,参考,さんこう
2,算数,さんすう
2,賛成,さんせい
2,酸性,さんせい
2,酸素,さんそ
2,,サンダル
2,産地,さんち
2,,サンドイッチ
2,,サンプル
2,山林,さんりん
2,市,し
2,氏,し
2,詩,し
2,仕上がる,しあがる
2,,しあさって
2,幸せ,しあわせ
2,,シーズン
2,,シーツ
2,寺院,じいん
2,,しいんと
2,,ジーンズ
2,自衛,じえい
2,ジェット機,ジェットき
2,塩辛い,しおからい
2,司会,しかい
2,四角,しかく
2,四角い,しかくい
2,,しかし
2,,しかたがない
2,直に,じかに
2,,しかも
2,叱る,しかる
2,時間割,じかんわり
2,式,しき
2,四季,しき
2,直,じき
2,時期,じき
2,敷地,しきち
2,支給,しきゅう
2,至急,しきゅう
2,,しきりに
2,敷く,しく
2,刺激,しげき
2,茂る,しげる
2,資源,しげん
2,事件,じけん
2,時刻,じこく
2,自殺,じさつ
2,持参,じさん
2,事実,じじつ
2,磁石,じしゃく
2,四捨五入,ししゃごにゅう
2,始終,しじゅう
2,自習,じしゅう
2,支出,ししゅつ
2,事情,じじょう
2,詩人,しじん
2,自身,じしん
2,静まる,しずまる
2,沈む,しずむ
2,姿勢,しせい
2,自然科学,しぜんかがく
2,自然,しぜん
2,思想,しそう
2,時速,じそく
2,子孫,しそん
2,舌,した
2,死体,したい
2,次第,しだい
2,事態,じたい
2,従う,したがう
2,下書き,したがき
2,,したがって
2,自宅,じたく
2,親しい,したしい
2,下町,したまち
2,自治,じち
2,質,しつ
2,,しっかり
2,実感,じっかん
2,失業,しつぎょう
2,湿気,しっけ
2,実験,じっけん
2,実現,じつげん
2,,しつこい
2,実行,じっこう
2,実際,じっさい
2,実施,じっし
2,実習,じっしゅう
2,実績,じっせき
2,湿度,しつど
2,,じっと
2,実に,じつに
2,実は,じつは
2,執筆,しっぴつ
2,実物,じつぶつ
2,,しっぽ
2,失望,しつぼう
2,実用,じつよう
2,実力,じつりょく
2,,しつれいしました
2,実例,じつれい
2,失恋,しつれん
2,指定,してい
2,私鉄,してつ
2,支店,してん
2,指導,しどう
2,自動,じどう
2,児童,じどう
2,品,しな
2,支配,しはい
2,芝居,しばい
2,,しばしば
2,芝生,しばふ
2,支払,しはらい
2,支払う,しはらう
2,,しばらく
2,縛る,しばる
2,地盤,じばん
2,,しびれる
2,紙幣,しへい
2,死亡,しぼう
2,,しぼむ
2,絞る,しぼる
2,資本,しほん
2,縞,しま
2,,しまい
2,姉妹,しまい
2,,しまう
2,,しまった
2,自慢,じまん
2,地味,じみ
2,,しみじみ
2,市民,しみん
2,事務,じむ
2,氏名,しめい
2,締切,しめきり
2,締め切る,しめきる
2,示す,しめす
2,,しめた
2,占める,しめる
2,湿る,しめる
2,地面,じめん
2,霜,しも
2,,じゃあ
2,,ジャーナリスト
2,社会科学,しゃかいかがく
2,,しゃがむ
2,蛇口,じゃぐち
2,弱点,じゃくてん
2,車庫,しゃこ
2,車掌,しゃしょう
2,写生,しゃせい
2,社説,しゃせつ
2,,シャツ
2,借金,しゃっきん
2,,しゃっくり
2,,シャッター
2,,しゃぶる
2,,しゃべる
2,邪魔,じゃま
2,車輪,しゃりん
2,洒落,しゃれ
2,,ジャム
2,,シャワー
2,,じゃんけん
2,週,しゅう
2,州,しゅう
2,銃,じゅう
2,周囲,しゅうい
2,集会,しゅうかい
2,収穫,しゅうかく
2,週間,しゅうかん
2,住居,じゅうきょ
2,宗教,しゅうきょう
2,集金,しゅうきん
2,集合,しゅうごう
2,習字,しゅうじ
