jlpt,kanji,kana
2,重視,じゅうし
2,就職,しゅうしょく
2,,ジュース
2,修正,しゅうせい
2,修繕,しゅうぜん
2,重体,じゅうたい
2,渋滞,じゅうたい
2,重大,じゅうだい
2,住宅,じゅうたく
2,集団,しゅうだん
2,,じゅうたん
2,集中,しゅうちゅう
2,終点,しゅうてん
2,重点,じゅうてん
2,収入,しゅうにゅう
2,就任,しゅうにん
2,周辺,しゅうへん
2,住民,じゅうみん
2,重役,じゅうやく
2,重要,じゅうよう
2,修理,しゅうり
2,終了,しゅうりょう
2,重量,じゅうりょう
2,重力,じゅうりょく
2,主義,しゅぎ
2,熟語,じゅくご
2,祝日,しゅくじつ
2,縮小,しゅくしょう
2,宿泊,しゅくはく
2,受験,じゅけん
2,主語,しゅご
2,手術,しゅじゅつ
2,首相,しゅしょう
2,主人,しゅじん
2,手段,しゅだん
2,主張,しゅちょう
2,出勤,しゅっきん
2,述語,じゅつご
2,出場,しゅつじょう
2,出身,しゅっしん
2,出張,しゅっちょう
2,出版,しゅっぱん
2,首都,しゅと
2,主婦,しゅふ
2,寿命,じゅみょう
2,主役,しゅやく
2,主要,しゅよう
2,需要,じゅよう
2,種類,しゅるい
2,受話器,じゅわき
2,順,じゅん
2,瞬間,しゅんかん
2,循環,じゅんかん
2,巡査,じゅんさ
2,順々,じゅんじゅん
2,順序,じゅんじょ
2,純情,じゅんじょう
2,純粋,じゅんすい
2,順調,じゅんちょう
2,順番,じゅんばん
2,使用,しよう
2,小,しょう
2,章,しょう
2,賞,しょう
2,消化,しょうか
2,障害,しょうがい
2,奨学金,しょうがくきん
2,小学生,しょうがくせい
2,,しょうがない
2,将棋,しょうぎ
2,蒸気,じょうき
2,定規,じょうぎ
2,乗客,じょうきゃく
2,上級,じょうきゅう
2,商業,しょうぎょう
2,上京,じょうきょう
2,状況,じょうきょう
2,消極的,しょうきょくてき
2,賞金,しょうきん
2,上下,じょうげ
2,条件,じょうけん
2,正午,しょうご
2,障子,しょうじ
2,正直,しょうじき
2,常識,じょうしき
2,商社,しょうしゃ
2,乗車,じょうしゃ
2,上旬,じょうじゅん
2,少女,しょうじょ
2,少々,しょうしょう
2,症状,しょうじょう
2,生じる,しょうじる
2,生ずる,しょうずる
2,小数,しょうすう
2,状態,じょうたい
2,上達,じょうたつ
2,冗談,じょうだん
2,商店,しょうてん
2,焦点,しょうてん
2,上等,じょうとう
2,消毒,しょうどく
2,衝突,しょうとつ
2,商人,しょうにん
2,承認,しょうにん
2,少年,しょうねん
2,勝敗,しょうはい
2,商売,しょうばい
2,蒸発,じょうはつ
2,消費,しょうひ
2,商品,しょうひん
2,賞品,しょうひん
2,上品,じょうひん
2,勝負,しょうぶ
2,小便,しょうべん
2,消防,しょうぼう
2,消防署,しょうぼうしょ
2,情報,じょうほう
2,正味,しょうみ
2,証明,しょうめい
2,正面,しょうめん
2,消耗,しょうもう
2,醤油,しょうゆ
2,省略,しょうりゃく
2,女王,じょおう
2,初級,しょきゅう
2,助教授,じょきょうじゅ
2,職,しょく
2,食塩,しょくえん
2,職業,しょくぎょう
2,食卓,しょくたく
2,職人,しょくにん
2,職場,しょくば
2,食品,しょくひん
2,植物,しょくぶつ
2,食物,しょくもつ
2,食欲,しょくよく
2,食料,しょくりょう
2,食糧,しょくりょう
2,書斎,しょさい
2,女子,じょし
2,助手,じょしゅ
2,初旬,しょじゅん
2,徐々に,じょじょに
2,書籍,しょせき
2,食器,しょっき
2,,ショップ
2,書店,しょてん
2,書道,しょどう
2,初歩,しょほ
2,署名,しょめい
2,書物,しょもつ
2,女優,じょゆう
2,処理,しょり
2,書類,しょるい
2,白髪,しらが
2,知らせ,しらせ
2,尻,しり
2,知合い,しりあい
2,,シリーズ
2,私立,しりつ
2,資料,しりょう
2,汁,しる
2,印,しるし
2,白,しろ
2,城,しろ
2,素人,しろうと
2,,しわ
2,芯,しん
2,進学,しんがく
2,新幹線,しんかんせん
2,真空,しんくう
2,神経,しんけい
2,真剣,しんけん
2,信仰,しんこう
2,信号,しんごう
2,人工,じんこう
2,深刻,しんこく
2,診察,しんさつ
2,人事,じんじ
2,人種,じんしゅ
2,信じる,しんじる
2,信ずる,しんずる
2,心身,しんしん
2,申請,しんせい
2,人生,じんせい
2,親戚,しんせき
2,新鮮,しんせん
2,心臓,しんぞう
2,人造,じんぞう
2,身体,しんたい
2,寝台,しんだい
2,診断,しんだん
2,身長,しんちょう
2,慎重,しんちょう
2,侵入,しんにゅう
2,審判,しんぱん
2,人物,じんぶつ
2,人文科学,じんぶんかがく
2,進歩,しんぽ
2,人命,じんめい
2,深夜,しんや
2,親友,しんゆう
2,信用,しんよう
2,信頼,しんらい
2,心理,しんり
2,森林,しんりん
2,親類,しんるい
2,人類,じんるい
2,針路,しんろ
2,神話,しんわ
2,巣,す
2,酢,す
2,図,ず
2,水産,すいさん
2,炊事,すいじ
2,水準,すいじゅん
2,水蒸気,すいじょうき
2,推薦,すいせん
2,水素,すいそ
2,垂直,すいちょく
2,,スイッチ
2,推定,すいてい
2,水滴,すいてき
2,水筒,すいとう
2,随筆,ずいひつ
2,水分,すいぶん
2,随分,ずいぶん
2,水平,すいへい
2,水平線,すいへいせん
2,睡眠,すいみん
2,水面,すいめん
2,水曜,すいよう
2,数字,すうじ
2,,ずうずうしい
2,,スーツ
2,,スーツケース
2,,ずうっと
2,,スーパー
2,,スープ
2,末,すえ
2,末っ子,すえっこ
2,姿,すがた
2,,スカート
2,,スカーフ
2,図鑑,ずかん
2,隙,すき
2,杉,すぎ
2,,スキー
2,好き嫌い,すききらい
2,好き好き,すきずき
2,透き通る,すきとおる
2,隙間,すきま
2,,すぐに
2,救う,すくう
2,,スクール
2,少ない,すくない
2,,すくなくとも
2,優れる,すぐれる
2,図形,ずけい
2,,スケート
2,,スケジュール
2,,すごい
2,少しも,すこしも
2,過ごす,すごす
2,筋,すじ
2,鈴,すず
2,進む,すすむ
2,涼む,すずむ
2,進める,すすめる
2,勧める,すすめる
2,,スター
2,,スタート
2,,スタイル
2,,スタンド
2,,スチュワーデス
2,頭痛,ずつう
2,,すっかり
2,,すっきり
2,,すっと
2,,ずっと
2,,すっぱい
2,,ステージ
2,,すてき
2,既に,すでに
2,棄てる,すてる
2,,ステレオ
2,,ストッキング
2,,ストップ
2,素直,すなお
2,,すなわち
2,頭脳,ずのう
2,素晴らしい,すばらしい
2,,スピーカー
2,,スピーチ
2,図表,ずひょう
2,,スプーン
2,全て,すべて
2,滑る,すべる
2,,スポーツ
2,,スマート
2,住まい,すまい
2,済ませる,すませる
2,,すまない
2,墨,すみ
2,,すみません
2,澄む,すむ
2,清む,すむ
2,相撲,すもう
2,,スライド
2,,ずらす
2,,ずらり
2,掏摸,すり
2,,スリッパ
2,刷る,する
2,為る,する
2,狡い,ずるい
2,,すると
2,鋭い,するどい
2,,すれちがう
2,滑れる,ずれる
2,寸法,すんぽう
2,正,せい
2,生,せい
2,性,せい
2,姓,せい
2,所為,せい
2,税,ぜい
2,性格,せいかく
2,正確,せいかく
2,税関,ぜいかん
2,世紀,せいき
2,請求,せいきゅう
2,税金,ぜいきん
2,清潔,せいけつ
2,制限,せいげん
2,成功,せいこう
2,製作,せいさく
2,制作,せいさく
2,生産,せいさん
2,正式,せいしき
2,性質,せいしつ
2,清書,せいしょ
2,青少年,せいしょうねん
2,精神,せいしん
2,成人,せいじん
2,整数,せいすう
2,精々,せいぜい
2,成績,せいせき
2,清掃,せいそう
2,製造,せいぞう
2,生存,せいぞん
2,贅沢,ぜいたく
2,成長,せいちょう
2,生長,せいちょう
2,制度,せいど
2,政党,せいとう
2,青年,せいねん
2,生年月日,せいねんがっぴ
2,性能,せいのう
2,整備,せいび
2,製品,せいひん
2,政府,せいふ
2,生物,せいぶつ
2,成分,せいぶん
2,性別,せいべつ
2,正方形,せいほうけい
2,生命,せいめい
2,正門,せいもん
2,整理,せいり
2,成立,せいりつ
2,西暦,せいれき
2,,セーター
2,背負う,せおう
2,咳,せき
2,石炭,せきたん
2,赤道,せきどう
2,責任,せきにん
2,石油,せきゆ
2,世間,せけん
2,説,せつ
2,折角,せっかく
2,積極的,せっきょくてき
2,接近,せっきん
2,設計,せっけい
2,石鹸,せっけん
2,接する,せっする
2,,せっせと
2,接続,せつぞく
2,絶対,ぜったい
2,,セット
2,設備,せつび
2,絶滅,ぜつめつ
2,節約,せつやく
2,瀬戸物,せともの
2,是非,ぜひ
2,,ぜひとも
2,迫る,せまる
2,,ゼミ
2,,せめて
2,攻める,せめる
2,責める,せめる
2,,セメント
2,台詞,せりふ
2,,ゼロ
2,栓,せん
2,善,ぜん
2,全,ぜん
2,全員,ぜんいん
2,前後,ぜんご
2,専攻,せんこう
2,全国,ぜんこく
2,洗剤,せんざい
2,先日,せんじつ
2,前者,ぜんしゃ
2,選手,せんしゅ
2,全集,ぜんしゅう
2,全身,ぜんしん
2,前進,ぜんしん
2,扇子,せんす
2,専制,せんせい
2,全然,ぜんぜん
2,先々月,せんせんげつ
2,先々週,せんせんしゅう
2,先祖,せんぞ
2,,センター
2,全体,ぜんたい
2,選択,せんたく
2,先端,せんたん
2,,センチ
2,宣伝,せんでん
2,先頭,せんとう
2,全般,ぜんぱん
2,扇風機,せんぷうき
2,洗面,せんめん
2,全力,ぜんりょく
2,線路,せんろ
2,,そう
2,象,ぞう
2,相違,そうい
2,,そういえば
2,騒音,そうおん
2,増加,ぞうか
2,雑巾,ぞうきん
2,増減,ぞうげん
2,倉庫,そうこ
2,相互,そうご
2,操作,そうさ
2,創作,そうさく
2,葬式,そうしき
2,,そうして
2,造船,ぞうせん
2,想像,そうぞう
2,騒々しい,そうぞうしい
2,相続,そうぞく
2,増大,ぞうだい
2,装置,そうち
2,,そうっと
2,相当,そうとう
2,送別,そうべつ
2,草履,ぞうり
2,総理大臣,そうりだいじん
2,送料,そうりょう
2,属する,ぞくする
2,続々,ぞくぞく
2,速達,そくたつ
2,測定,そくてい
2,速度,そくど
2,測量,そくりょう
2,速力,そくりょく
2,,そこ
2,底,そこ
2,,そこで
2,組織,そしき
2,素質,そしつ
2,,そして
2,祖先,そせん
2,注ぐ,そそぐ
2,,そそっかしい
2,育つ,そだつ
2,,そちら
2,,そっち
2,,そっくり
2,卒直,そっちょく
2,,そっと
2,袖,そで
2,備える,そなえる
2,具える,そなえる
2,,その
2,,そのうえ
2,,そのうち
2,,そのころ
2,,そのため
2,,そのほか
2,,そのまま
2,側,そば
2,蕎麦,そば
2,,ソファー
2,粗末,そまつ
2,剃る,そる
2,,それ
2,,それから
2,,それぞれ
2,,それで
2,,それでは
2,,それでも
2,,それと
2,,それとも
2,,それなのに
2,,それなら
2,,それに
2,,それはいけませんね
2,,それほど
2,逸れる,それる
2,揃う,そろう
2,揃える,そろえる
2,,そろそろ
2,算盤,そろばん
2,損,そん
2,損害,そんがい
2,尊敬,そんけい
2,存在,そんざい
2,存じる,ぞんじる
2,存ずる,ぞんずる
2,尊重,そんちょう
2,損得,そんとく
2,,そんな
2,,そんなに
2,田,た
2,田ぼ,たんぼ
2,他,た
2,対,たい
2,大,だい
2,台,だい
2,題,だい
2,体育,たいいく
2,,だいいち
2,体温,たいおん
2,大会,たいかい
2,大学院,だいがくいん
2,大気,たいき
2,代金,だいきん
2,大工,だいく
2,退屈,たいくつ
2,体系,たいけい
2,太鼓,たいこ
2,滞在,たいざい
2,対策,たいさく
2,大使,たいし
2,大した,たいした
2,大して,たいして
2,体重,たいじゅう
2,対象,たいしょう
2,対照,たいしょう
2,大小,だいしょう
2,大臣,だいじん
2,対する,たいする
2,体制,たいせい
2,体積,たいせき
2,大戦,たいせん
2,大層,たいそう
2,体操,たいそう
2,大体,だいたい
2,大抵,たいてい
2,態度,たいど
2,大統領,だいとうりょう
2,大半,たいはん
2,代表,だいひょう
2,,タイプ
2,大分,だいぶ
2,大部分,だいぶぶん
2,,タイプライター
2,,たいへん
2,逮捕,たいほ
2,大木,たいぼく
2,題名,だいめい
2,代名詞,だいめいし
2,,タイア
2,,ダイヤ
2,,ダイヤグラム
2,,ダイヤモンド
2,,ダイヤル
2,太陽,たいよう
2,平ら,たいら
2,代理,だいり
2,大陸,たいりく
2,対立,たいりつ
2,田植え,たうえ
2,絶えず,たえず
2,楕円,だえん
2,倒す,たおす
2,,タオル
2,,だが
2,互い,たがい
2,高める,たかめる
2,耕す,たがやす
2,宝,たから
2,,だから
2,滝,たき
2,宅,たく
2,炊く,たく
2,焚く,たく
2,,たくさん
2,,タクシー
2,蓄える,たくわえる
2,竹,たけ
2,,だけど
2,,たしか
2,確かめる,たしかめる
2,多少,たしょう
2,助かる,たすかる
2,助ける,たすける
2,尋ねる,たずねる
2,,ただ
2,只,ただ
2,唯,ただ
2,,ただいま
2,戦い,たたかい
2,戦う,たたかう
2,叩く,たたく
2,但し,ただし
2,直ちに,ただちに
2,畳む,たたむ
2,立ち上がる,たちあがる
2,立ち止まる,たちどまる
2,立場,たちば
2,,たちまち
2,建つ,たつ
2,発つ,たつ
2,経つ,たつ
2,達する,たっする
2,脱線,だっせん
2,,だって
2,,たっぷり
2,縦,たて
2,妥当,だとう
2,,たとえ
2,例える,たとえる
2,谷,たに
2,他人,たにん
2,種,たね
2,楽しみ,たのしみ
2,頼もしい,たのもしい
2,束,たば
2,,たばこ
2,足袋,たび
2,度,たび
2,旅,たび
2,,たびたび
2,,ダブル
2,多分,たぶん
2,玉,たま
2,弾,たま
2,偶,たま
2,,だます
2,偶々,たまたま
2,,たまに
2,,たまらない
2,溜まる,たまる
2,黙る,だまる
2,,ダム
2,為,ため
2,駄目,だめ
2,溜息,ためいき
2,試し,ためし
2,試す,ためす
2,,ためらう
2,溜める,ためる
2,便り,たより
2,頼る,たよる
2,,だらしない
2,足る,たる
2,誰,だれ
2,誰か,だれか
2,段,だん
2,単位,たんい
2,段階,だんかい
2,短期,たんき
2,単語,たんご
2,炭鉱,たんこう
2,男子,だんし
2,単純,たんじゅん
2,短所,たんしょ
2,誕生,たんじょう
2,,たんす
2,,ダンス
2,淡水,たんすい
2,断水,だんすい
2,単数,たんすう
2,団体,だんたい
2,,だんだん
2,団地,だんち
2,断定,だんてい
2,担当,たんとう
2,単なる,たんなる
2,単に,たんに
2,短編,たんぺん
2,地,ち
2,地位,ちい
2,地域,ちいき
2,,チーズ
2,,チーム
2,知恵,ちえ
2,地下,ちか
2,違い,ちがい
2,違いない,ちがいない
2,誓う,ちかう
2,近頃,ちかごろ
2,地下水,ちかすい
2,近々,ちかぢか
2,近付ける,ちかづける
2,近寄る,ちかよる
2,力強い,ちからづよい
2,地球,ちきゅう
2,,ちぎる
2,地区,ちく
2,遅刻,ちこく
2,知事,ちじ
2,知識,ちしき
2,地質,ちしつ
2,知人,ちじん
2,地帯,ちたい
2,父親,ちちおや
2,縮む,ちぢむ
2,縮める,ちぢめる
2,縮れる,ちぢれる
2,,ちっとも
2,,チップ
2,地点,ちてん
2,知能,ちのう
2,地平線,ちへいせん
2,地方,ちほう
2,地名,ちめい
2,茶,ちゃ
2,茶色い,ちゃいろい
2,着々,ちゃくちゃく
2,茶碗,ちゃわん
2,,チャンス
2,,ちゃんと
2,注,ちゅう
2,中央,ちゅうおう
2,中学,ちゅうがく
2,中間,ちゅうかん
2,中古,ちゅうこ
2,中止,ちゅうし
2,駐車,ちゅうしゃ
2,中旬,ちゅうじゅん
2,抽象,ちゅうしょう
2,昼食,ちゅうしょく
2,中心,ちゅうしん
2,中世,ちゅうせい
2,中性,ちゅうせい
2,中途,ちゅうと
2,中年,ちゅうねん
2,注目,ちゅうもく
2,注文,ちゅうもん
2,超過,ちょうか
2,長期,ちょうき
2,彫刻,ちょうこく
2,調査,ちょうさ
2,調子,ちょうし
2,長所,ちょうしょ
2,長女,ちょうじょ
2,頂上,ちょうじょう
2,調整,ちょうせい
2,調節,ちょうせつ
2,,ちょうだい
2,長短,ちょうたん
2,頂点,ちょうてん
2,,ちょうど
2,長男,ちょうなん
2,長方形,ちょうほうけい
2,調味料,ちょうみりょう
2,,チョーク
2,貯金,ちょきん
2,直後,ちょくご
2,直接,ちょくせつ
2,直線,ちょくせん
2,直前,ちょくぜん
2,直通,ちょくつう
2,直流,ちょくりゅう
2,著者,ちょしゃ
2,貯蔵,ちょぞう
2,直角,ちょっかく
2,直径,ちょっけい
2,,ちょっと
2,散らかす,ちらかす
2,散らかる,ちらかる
2,散らす,ちらす
2,塵紙,ちりがみ
2,散る,ちる
2,遂に,ついに
2,追加,ついか
2,,ついで
2,通過,つうか
2,通貨,つうか
2,通学,つうがく
2,通勤,つうきん
2,通行,つうこう
2,通じる,つうじる
2,通ずる,つうずる
2,通信,つうしん
2,通知,つうち
2,通帳,つうちょう
2,通訳,つうやく
2,通用,つうよう
2,通路,つうろ
2,捕まる,つかまる
2,掴む,つかむ
2,疲れ,つかれ
2,月,つき
2,付き合い,つきあい
2,付合う,つきあう
2,突き当たり,つきあたり
2,突き当たる,つきあたる
2,次々,つぎつぎ
2,月日,つきひ
2,付く,つく
2,就く,つく
2,点く,つく
2,突く,つく
2,次ぐ,つぐ
2,造る,つくる
2,付ける,つける
2,着ける,つける
2,点ける,つける
2,浸ける,つける
2,伝わる,つたわる
2,土,つち
2,続き,つづき
2,突っ込む,つっこむ
2,包み,つつみ
2,勤め,つとめ
2,務め,つとめ
2,務める,つとめる
2,努める,つとめる
2,綱,つな
2,繋がり,つながり
2,繋がる,つながる
2,繋ぐ,つなぐ
2,繋げる,つなげる
2,常に,つねに
2,翼,つばさ
2,粒,つぶ
2,潰す,つぶす
2,潰れる,つぶれる
2,,つまずく
2,,つまらない
2,,つまり
2,詰まる,つまる
2,罪,つみ
2,積む,つむ
2,爪,つめ
2,詰める,つめる
2,,つもり
2,積もる,つもる
2,艶,つや
2,梅雨,つゆ
2,強気,つよき
2,釣,つり
2,釣り合う,つりあう
2,吊る,つる
2,吊す,つるす
2,連れ,つれ
2,,で
2,出会い,であい
2,出合い,であい
2,出会う,であう
2,出合う,であう
2,手洗い,てあらい
2,提案,ていあん
2,定員,ていいん
2,定価,ていか
2,低下,ていか
2,定期,ていき
2,定期券,ていきけん
2,定休日,ていきゅうび
2,抵抗,ていこう
2,停止,ていし
2,停車,ていしゃ
2,提出,ていしゅつ
2,停電,ていでん
2,程度,ていど
2,出入り,でいり
2,出入口,でいりぐち
2,停留所,ていりゅうじょ
2,手入れ,ていれ
2,,デート
2,,テープ
2,,テーブル
2,,テープレコーダー
2,,テーマ
2,出掛ける,でかける
2,敵,てき
2,出来上がり,できあがり
2,出来上がる,できあがる
2,的確,てきかく
2,適確,てきかく
2,出来事,できごと
2,,テキスト
2,適する,てきする
2,適切,てきせつ
2,適度,てきど
2,適用,てきよう
2,,できる
2,出来るだけ,できるだけ
2,,できれば
2,手首,てくび
2,凸凹,でこぼこ
2,手頃,てごろ
2,弟子,でし
2,手品,てじな
2,,ですから
2,,テスト
2,,でたらめ
2,手帳,てちょう
2,鉄,てつ
2,哲学,てつがく
2,鉄橋,てっきょう
2,手伝い,てつだい
2,手続き,てつづき
2,徹底,てってい
2,鉄道,てつどう
2,鉄砲,てっぽう
2,徹夜,てつや
2,,テニス
2,,テニスコート
2,手拭い,てぬぐい
2,,では
2,,デパート
2,手間,てま
2,手前,てまえ
2,出迎え,でむかえ
2,出迎える,でむかえる
2,,でも
2,,デモ
2,照らす,てらす
2,照る,てる
2,,テレビ
2,展開,てんかい
2,伝記,でんき
2,電球,でんきゅう
2,典型,てんけい
2,天候,てんこう
2,電子,でんし
2,点数,てんすう
2,伝染,でんせん
2,電池,でんち
2,点々,てんてん
2,転々,てんてん
2,電柱,でんちゅう
2,,テント
2,伝統,でんとう
2,天然,てんねん
2,天皇,てんのう
2,電波,でんぱ
2,,テンポ
2,電流,でんりゅう
2,電力,でんりょく
2,都,と
2,,ドア
2,問い,とい
2,問い合わせ,といあわせ
2,,トイレ
2,党,とう
2,塔,とう
2,,どう
2,銅,どう
2,答案,とうあん
2,,どういたしまして
2,統一,とういつ
2,同一,どういつ
2,,どうか
2,同格,どうかく
2,峠,とうげ
2,統計,とうけい
2,動作,どうさ
2,東西,とうざい
2,当時,とうじ
2,動詞,どうし
2,同時,どうじ
2,当日,とうじつ
2,,どうして
2,,どうしても
2,投書,とうしょ
2,登場,とうじょう
2,,どうせ
2,,どうぞ
2,,どうぞよろしく
2,灯台,とうだい
2,到着,とうちゃく
2,,とうとう
2,道徳,どうとく
2,盗難,とうなん
2,当番,とうばん
2,投票,とうひょう
2,等分,とうぶん
2,透明,とうめい
2,,どうも
2,灯油,とうゆ
2,東洋,とうよう
2,同様,どうよう
2,童謡,どうよう
2,同僚,どうりょう
2,道路,どうろ
2,童話,どうわ
2,通す,とおす
2,通り掛かる,とおりかかる
2,通り過ぎる,とおりすぎる
2,都会,とかい
2,溶かす,とかす
2,尖る,とがる
2,時,とき
2,,どきどき
2,溶く,とく
2,解く,とく
2,退く,どく
2,毒,どく
2,得意,とくい
2,特殊,とくしゅ
2,読書,どくしょ
2,特色,とくしょく
2,独身,どくしん
2,特徴,とくちょう
2,特長,とくちょう
2,特定,とくてい
2,独特,どくとく
2,特売,とくばい
2,独立,どくりつ
2,溶け込む,とけこむ
2,溶ける,とける
2,解ける,とける
2,退ける,どける
2,,どこ
2,,どこか
2,床の間,とこのま
2,床屋,とこや
2,,ところが
2,,ところで
2,所々,ところどころ
2,登山,とざん
2,都市,とし
2,年月,としつき
2,図書,としょ
2,年寄,としより
2,閉じる,とじる
2,都心,としん
2,戸棚,とだな
2,途端,とたん
2,土地,とち
2,,どちら
2,,どっち
2,,とっくに
2,突然,とつぜん
2,,どっと
2,,トップ
2,,とても
2,届く,とどく
2,整う,ととのう
2,留まる,とどまる
2,,どなた
2,,どなる
2,,とにかく
2,,どの
2,飛ばす,とばす
2,飛び込む,とびこむ
2,飛び出す,とびだす
2,跳ぶ,とぶ
2,留める,とめる
2,泊める,とめる
2,友,とも
2,,ともかく
2,共に,ともに
2,土曜,どよう
2,虎,とら
2,,ドライブ
2,捕える,とらえる
2,,トラック
2,,ドラマ
2,,トランプ
2,取り上げる,とりあげる
2,取り入れる,とりいれる
2,取り消す,とりけす
2,取り出す,とりだす
2,努力,どりょく
2,採る,とる
2,捕る,とる
2,,どれ
2,,トレーニング
2,,ドレス
2,取れる,とれる
2,泥,どろ
2,,とん
2,,とんでもない
2,,どんどん
2,,どんな
2,,どんなに
2,,トンネル
2,丼,どんぶり
2,名,な
2,無い,ない
2,内科,ないか
2,内線,ないせん
2,,ナイフ
2,内容,ないよう
2,,ナイロン
2,,なお
2,治す,なおす
2,仲,なか
2,永い,ながい
2,流す,ながす
2,仲直り,なかなおり
2,,なかなか
2,半ば,なかば
2,長引く,ながびく
2,仲間,なかま
2,中身,なかみ
2,中味,なかみ
2,眺め,ながめ
2,眺める,ながめる
2,中指,なかゆび
2,仲良し,なかよし
2,流れ,ながれ
2,流れる,ながれる
2,慰める,なぐさめる
2,亡くす,なくす
2,,なぐる
2,,なさる
2,無し,なし
2,為す,なす
2,,なぜ
2,,なぜなら
2,謎,なぞ
2,謎謎,なぞなぞ
2,傾らか,なだらか
2,懐かしい,なつかしい
2,納得,なっとく
2,撫でる,なでる
2,等,など
2,斜め,ななめ
2,何か,なにか
2,,なにしろ
2,何々,なになに
2,何分,なにぶん
2,,なにも
2,鍋,なべ
2,生意気,なまいき
2,怠ける,なまける
2,波,なみ
2,並木,なみき
2,涙,なみだ
2,悩む,なやむ
2,倣う,ならう
2,鳴らす,ならす
2,成る,なる
2,生る,なる
2,,なるべく
2,成程,なるほど
2,馴れる,なれる
2,縄,なわ
2,南極,なんきょく
2,何で,なんで
2,何でも,なんでも
2,何とか,なんとか
2,,なんとなく
2,,なんとも
2,,ナンバー
2,南米,なんべい
2,南北,なんぼく
2,似合う,にあう
2,煮える,にえる
2,匂い,におい
2,匂う,におう
2,逃がす,にがす
2,苦手,にがて
2,賑やか,にぎやか
2,握る,にぎる
2,憎い,にくい
2,憎む,にくむ
2,憎らしい,にくらしい
2,,にこにこ
2,濁る,にごる
2,虹,にじ
2,日時,にちじ
2,日常,にちじょう
2,日曜,にちよう
2,日用品,にちようひん
2,日課,にっか
2,日光,にっこう
2,日中,にっちゅう
2,,にっこり
2,日程,にってい
2,日本,にっぽん
2,鈍い,にぶい
2,入社,にゅうしゃ
2,入場,にゅうじょう
2,,ニュース
2,女房,にょうぼう
2,睨む,にらむ
2,煮る,にる
2,俄,にわか
2,人気,にんき
2,人間,にんげん
2,縫う,ぬう
2,抜く,ぬく
2,抜ける,ぬける
2,布,ぬの
2,濡らす,ぬらす
2,温い,ぬるい
2,濡れる,ぬれる
2,,ね
2,根,ね
2,値,ね
2,願い,ねがい
2,願う,ねがう
2,,ネクタイ
2,猫,ねこ
2,,ねじ
2,捩る,ねじる
2,鼠,ねずみ
2,値段,ねだん
2,,ネックレス
2,熱心,ねっしん
2,熱する,ねっする
2,熱帯,ねったい
2,熱中,ねっちゅう
2,寝坊,ねぼう
2,寝間着,ねまき
2,寝巻,ねまき
2,狙い,ねらい
2,狙う,ねらう
2,年間,ねんかん
2,年中,ねんじゅう
2,年代,ねんだい
2,年度,ねんど
2,年齢,ねんれい
2,野,の
2,能,のう
2,農家,のうか
2,農業,のうぎょう
2,農産物,のうさんぶつ
2,農村,のうそん
2,濃度,のうど
2,農民,のうみん
2,農薬,のうやく
2,能率,のうりつ
2,能力,のうりょく
2,,ノー
2,,ノート
2,,のこぎり
2,残す,のこす
2,残らず,のこらず
2,残り,のこり
2,乗せる,のせる
2,載せる,のせる
2,覗く,のぞく
2,除く,のぞく
2,望み,のぞみ
2,望む,のぞむ
2,,ノック
2,喉,のど
2,伸ばす,のばす
2,延ばす,のばす
2,伸びる,のびる
2,延びる,のびる
2,述べる,のべる
2,上り,のぼり
2,昇る,のぼる
2,糊,のり
2,乗換,のりかえ
2,乗り越し,のりこし
2,載る,のる
2,,のろのろ
2,呑気,のんき
2,,のんびり
2,場,ば
2,,はあ
2,,パーセント
2,,パーティー
2,,はい
2,灰,はい
2,灰色,はいいろ
2,,バイオリン
2,,ハイキング
2,俳句,はいく
2,配達,はいたつ
2,売店,ばいてん
2,,バイバイ
2,売買,ばいばい
2,,パイプ
2,俳優,はいゆう
2,,パイロット
2,這う,はう
2,生える,はえる
2,墓,はか
2,馬鹿,ばか
2,剥す,はがす
2,博士,はかせ
2,,ばからしい
2,秤,はかり
2,計る,はかる
2,量る,はかる
2,測る,はかる
2,吐き気,はきけ
2,,はきはき
2,,はく
2,履く,はく
2,掃く,はく
2,吐く,はく
2,拍手,はくしゅ
2,莫大,ばくだい
2,爆発,ばくはつ
2,博物館,はくぶつかん
2,歯車,はぐるま
2,激しい,はげしい
2,,バケツ
2,挟まる,はさまる
2,,はさみ
2,挟む,はさむ
2,破産,はさん
2,端,はし
2,箸,はし
2,梯子,はしご
2,始まり,はじまり
2,始めに,はじめに
2,,はじめまして
2,場所,ばしょ
2,斜,はす
2,,はず
2,,バス
2,,パス
2,外す,はずす
2,,パスポート
2,外れる,はずれる
2,旗,はた
2,肌,はだ
2,,バター
2,,パターン
2,裸,はだか
2,肌着,はだぎ
2,畑,はたけ
2,果して,はたして
2,二十,はたち
2,働き,はたらき
2,鉢,はち
2,×,ばつ
2,発揮,はっき
2,,はっきり
2,,バック
2,,バッグ
2,発見,はっけん
2,発行,はっこう
2,発車,はっしゃ
2,発射,はっしゃ
2,罰する,ばっする
2,発想,はっそう
2,発達,はったつ
2,,ばったり
2,発展,はってん
2,発電,はつでん
2,発売,はつばい
2,発表,はっぴょう
2,発明,はつめい
2,派手,はで
2,話合い,はなしあい
2,話し合う,はなしあう
2,話し掛ける,はなしかける
2,話中,はなしちゅう
2,離す,はなす
2,放す,はなす
